TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,Fraud,KMeans_Cluster,KMeans_Distance,KMeans_Fraud,ZScore_Fraud,IsoForest_Score,IsoForest_Fraud,DBSCAN_Cluster,DBSCAN_Fraud,Threat_Level
TX000694,AC00011,733.29,2023-03-15 18:42:16,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,5,10427.0,2024-11-04 08:07:12,-51801896.0,True,5,2.8690176768574496,False,True,-0.08623291484544937,True,-1,True,3
TX002125,AC00039,737.46,2023-01-03 16:28:03,Credit,Albuquerque,D000443,202.194.199.70,M037,Branch,53,Doctor,75,4,634.16,2024-11-04 08:07:37,-57944374.0,True,5,2.7728405182398728,False,True,-0.0950987814689549,True,-1,True,3
TX000191,AC00396,1422.55,2023-07-10 17:49:18,Debit,Washington,D000569,188.124.181.12,M072,Branch,79,Retired,165,1,5674.32,2024-11-04 08:06:50,-41696252.0,True,4,2.5284584172168167,False,True,-0.03185143642542343,True,0,False,2
TX000075,AC00265,1212.51,2023-10-04 16:36:29,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,20,Student,24,1,605.95,2024-11-04 08:06:51,-34270222.0,True,4,2.556195400518601,False,True,-0.00017969084694191562,True,0,False,2
TX000033,AC00060,396.45,2023-09-25 16:26:00,Debit,New York,D000621,133.67.250.163,M007,ATM,49,Engineer,168,3,9690.15,2024-11-04 08:11:13,-35048713.0,True,5,2.2737521551108246,False,True,-0.001577576970753114,True,0,False,2
TX000092,AC00310,223.85,2023-10-02 16:36:10,Debit,Kansas City,D000481,133.223.159.151,M009,ATM,53,Engineer,55,4,2929.91,2024-11-04 08:08:01,-34443111.0,True,5,1.6384812107248536,False,True,-0.01311879629745949,True,0,False,2
TX000147,AC00385,973.39,2023-08-30 17:23:20,Debit,Sacramento,D000292,202.194.199.70,M026,Branch,77,Retired,296,1,2042.22,2024-11-04 08:11:44,-37291704.0,True,4,3.257183532712504,True,False,-0.04779372949813199,True,0,False,2
TX002424,AC00340,332.06,2023-06-21 16:38:54,Debit,Seattle,D000365,94.37.250.128,M086,ATM,29,Doctor,221,4,11826.52,2024-11-04 08:06:23,-43342049.0,True,5,2.256487546461937,False,True,-0.07419350698104521,True,0,False,2
TX002404,AC00111,1493.0,2023-06-07 17:05:41,Debit,Colorado Springs,D000344,136.162.111.135,M096,ATM,69,Retired,151,1,1619.16,2024-11-04 08:07:07,-44550086.0,True,4,2.4863517643720154,False,True,-0.0036871917398967335,True,0,False,2
TX002415,AC00028,1664.33,2023-09-25 17:11:19,Debit,San Antonio,D000072,116.106.207.139,M064,Branch,18,Student,65,1,1588.31,2024-11-04 08:07:07,-35045748.0,True,4,3.187721495111313,False,True,-0.031242023827997234,True,0,False,2
TX002282,AC00225,589.89,2023-10-20 16:29:44,Debit,Jacksonville,D000252,88.55.149.101,M028,Branch,56,Engineer,213,3,9404.63,2024-11-04 08:12:03,-32888539.0,True,5,2.8063320812903996,False,True,-0.03586778696895543,True,0,False,2
TX002358,AC00194,361.38,2023-03-02 17:02:57,Credit,Milwaukee,D000444,60.89.202.192,M095,Online,72,Retired,71,3,4972.92,2024-11-04 08:12:17,-52931360.0,True,5,2.703322569841635,False,True,-0.013945438123172837,True,0,False,2
TX002331,AC00415,69.38,2023-01-11 16:09:36,Debit,Detroit,D000191,22.196.202.183,M042,Branch,69,Doctor,280,2,12072.11,2024-11-04 08:11:12,-57254496.0,True,0,3.3723666380190314,True,False,-0.061794309819509174,True,0,False,2
TX002372,AC00465,21.23,2023-09-11 16:35:15,Debit,Virginia Beach,D000174,63.191.171.41,M094,ATM,23,Student,103,4,319.18,2024-11-04 08:09:59,-36257684.0,True,5,2.1498117141613977,False,True,-0.04758802429568665,True,0,False,2
TX002311,AC00243,176.52,2023-03-14 17:06:18,Credit,San Diego,D000333,223.32.70.156,M022,Online,73,Retired,94,5,7132.08,2024-11-04 08:08:41,-51894143.0,True,5,2.6199571141952003,False,True,-0.0779960952944112,True,0,False,2
TX002263,AC00279,15.81,2023-03-02 18:36:55,Debit,Oklahoma City,D000606,96.24.89.146,M018,Branch,69,Doctor,11,4,8384.85,2024-11-04 08:12:06,-52925711.0,True,5,2.7365251447765977,False,True,-0.08196863563123713,True,0,False,2
TX000267,AC00178,66.9,2023-04-17 16:50:45,Credit,Charlotte,D000221,138.210.196.19,M021,Online,79,Retired,129,4,5238.71,2024-11-04 08:10:39,-48957594.0,True,5,2.178459231111141,False,True,-0.05025732904499258,True,0,False,2
TX000148,AC00161,514.95,2023-04-13 18:37:48,Debit,New York,D000109,23.92.205.75,M056,Online,41,Doctor,142,5,421.93,2024-11-04 08:10:01,-49296733.0,True,5,2.3705589029931358,False,True,-0.0781979091926146,True,0,False,2
TX000357,AC00261,121.82,2023-02-07 17:20:24,Debit,Colorado Springs,D000095,186.54.68.246,M094,Online,69,Doctor,123,3,8354.54,2024-11-04 08:08:07,-54917263.0,True,5,2.708241242457962,False,True,-0.019271268316430223,True,0,False,2
TX000401,AC00145,194.85,2023-09-12 16:50:21,Debit,Jacksonville,D000601,148.234.210.167,M096,Online,23,Student,130,4,319.84,2024-11-04 08:08:01,-36170260.0,True,5,1.9439402453509118,False,True,-0.029453316956246534,True,0,False,2
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,18,Student,168,1,1058.13,2024-11-04 08:11:20,-36854680.0,True,4,2.6753261571336866,False,True,-0.004793071537945615,True,0,False,2
TX000415,AC00495,83.5,2023-05-15 18:47:35,Debit,Dallas,D000446,34.92.221.183,M100,Branch,61,Retired,91,5,1749.79,2024-11-04 08:07:22,-46531187.0,True,5,2.3272462760941632,False,True,-0.048674796369317375,True,0,False,2
TX000464,AC00417,302.16,2023-10-18 17:47:52,Debit,Kansas City,D000123,84.237.126.96,M014,Online,80,Retired,138,5,3876.61,2024-11-04 08:07:38,-33056386.0,True,5,2.8177950243213012,False,True,-0.08571719757361873,True,0,False,2
TX000027,AC00441,246.93,2023-04-17 16:37:01,Debit,Miami,D000046,55.154.161.250,M029,ATM,23,Student,158,5,673.35,2024-11-04 08:11:38,-48958477.0,True,5,2.5083271433345193,False,True,-0.05446140834658486,True,0,False,2
TX000808,AC00316,668.67,2023-11-07 17:38:05,Debit,Detroit,D000682,184.59.28.72,M019,Online,44,Doctor,143,4,13446.81,2024-11-04 08:06:29,-31328904.0,True,5,2.7460630410306868,False,True,-0.07902516532889936,True,0,False,2
TX000793,AC00468,253.55,2023-01-11 16:56:58,Debit,Jacksonville,D000112,41.82.55.163,M007,ATM,28,Engineer,85,5,2797.26,2024-11-04 08:09:12,-57251534.0,True,5,2.6476886241243887,False,True,-0.062048461357454454,True,0,False,2
TX000686,AC00071,119.3,2023-08-28 16:08:54,Debit,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,319.04,2024-11-04 08:08:55,-37468801.0,True,5,2.8036219803692437,False,True,-0.069131743737321,True,0,False,2
TX000755,AC00153,84.34,2023-06-08 16:27:56,Debit,Memphis,D000493,200.136.146.93,M039,Online,58,Retired,248,3,5313.97,2024-11-04 08:09:31,-44466095.0,True,5,2.571859344832144,False,True,-0.02421994460173449,True,0,False,2
TX000838,AC00169,39.21,2023-05-10 16:15:31,Debit,Miami,D000059,105.87.212.115,M093,ATM,66,Doctor,245,4,9385.57,2024-11-04 08:11:52,-46972581.0,True,5,2.442387452309742,False,True,-0.08240984619141312,True,0,False,2
TX001058,AC00191,83.07,2023-01-06 16:13:53,Debit,Miami,D000182,138.210.196.19,M026,Branch,27,Engineer,291,4,6704.76,2024-11-04 08:10:42,-57686209.0,True,5,3.060460191589133,False,True,-0.09460787665753712,True,0,False,2
TX001083,AC00200,136.05,2023-01-23 16:19:25,Debit,Atlanta,D000362,82.115.199.37,M068,Online,24,Student,63,3,1127.54,2024-11-04 08:12:00,-56217155.0,True,5,2.9602780994950164,False,True,-0.005029331789720537,True,0,False,2
TX000851,AC00124,23.4,2023-02-08 18:27:49,Debit,El Paso,D000079,74.58.165.67,M027,ATM,46,Doctor,175,4,14851.28,2024-11-04 08:07:14,-54826765.0,True,5,2.9481961959929364,False,True,-0.09964479345473665,True,0,False,2
TX000615,AC00466,1342.25,2023-04-28 18:11:55,Credit,Fort Worth,D000643,28.149.72.129,M032,Branch,21,Student,235,1,694.03,2024-11-04 08:08:00,-48002165.0,True,4,2.9548027070657463,False,True,-0.012008937542459464,True,0,False,2
TX000608,AC00150,32.54,2023-07-04 16:25:35,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,1544.88,2024-11-04 08:07:01,-42219686.0,True,5,1.8570706973722628,False,True,-0.0276865646567368,True,0,False,2
TX000666,AC00393,152.18,2023-08-07 16:57:22,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,2024-11-04 08:10:50,-39280408.0,True,5,1.1840957094423956,False,True,-0.008194141117515708,True,0,False,2
TX000589,AC00418,178.88,2023-06-19 17:31:08,Credit,Dallas,D000101,38.210.156.148,M026,Branch,76,Retired,93,4,4708.29,2024-11-04 08:12:10,-43512062.0,True,5,1.896153586501407,False,True,-0.030569047899692725,True,0,False,2
TX000552,AC00465,106.16,2023-04-14 17:21:48,Debit,Phoenix,D000673,48.89.167.189,M098,ATM,56,Doctor,277,4,7487.79,2024-11-04 08:08:51,-49214823.0,True,5,2.4167435284236842,False,True,-0.07249989178606453,True,0,False,2
TX000487,AC00148,1416.69,2023-01-16 17:00:11,Debit,Nashville,D000418,219.98.242.240,M015,ATM,46,Engineer,58,1,3740.73,2024-11-04 08:11:35,-56819484.0,True,4,2.4704564536428433,False,True,-0.026434849390698734,True,0,False,2
TX000492,AC00318,505.19,2023-03-14 16:25:04,Debit,Kansas City,D000660,60.89.202.192,M023,ATM,30,Doctor,128,5,5326.68,2024-11-04 08:10:19,-51896715.0,True,5,2.2355566710015937,False,True,-0.08195809359890027,True,0,False,2
TX001364,AC00089,204.7,2023-09-21 16:08:00,Debit,Oklahoma City,D000359,141.201.46.191,M032,Branch,49,Doctor,95,5,5117.03,2024-11-04 08:10:26,-35395346.0,True,5,1.9307269258638236,False,True,-0.03736617166934153,True,0,False,2
TX001354,AC00312,1510.71,2023-06-15 16:48:29,Debit,Oklahoma City,D000106,193.209.134.233,M060,Online,66,Retired,51,1,2060.02,2024-11-04 08:09:11,-43860042.0,True,4,2.4989144011859157,False,True,-0.021682946285521587,True,0,False,2
TX001353,AC00409,192.23,2023-12-28 16:34:52,Debit,Albuquerque,D000117,167.164.55.0,M058,Online,54,Engineer,39,3,2610.67,2024-11-04 08:06:41,-26926309.0,True,5,2.8985005326901807,False,True,-0.0017747341242196901,True,0,False,2
TX001137,AC00032,341.67,2023-03-06 16:45:24,Debit,Omaha,D000160,140.94.123.72,M037,Branch,53,Retired,96,5,1442.29,2024-11-04 08:09:03,-52586619.0,True,5,2.3386670255438804,False,True,-0.05165912418076346,True,0,False,2
TX001255,AC00070,142.19,2023-06-15 18:28:50,Debit,Houston,D000416,85.191.79.161,M005,Branch,18,Student,27,4,524.46,2024-11-04 08:09:44,-43854054.0,True,5,2.5109802142505115,False,True,-0.052567256497813686,True,0,False,2
TX001168,AC00010,838.57,2023-06-26 16:08:25,Debit,Phoenix,D000430,115.30.82.168,M040,ATM,41,Doctor,273,1,14576.47,2024-11-04 08:11:25,-42912180.0,True,0,3.2392741244063687,True,False,-0.010901516513117548,True,0,False,2
TX001284,AC00410,170.19,2023-07-07 17:40:58,Credit,Los Angeles,D000255,110.150.1.201,M077,Branch,27,Student,156,5,745.87,2024-11-04 08:12:16,-41956278.0,True,5,2.3210385128984052,False,True,-0.04286253402089368,True,0,False,2
TX001162,AC00460,484.3,2023-10-17 17:46:52,Credit,Boston,D000407,93.160.83.196,M026,Online,61,Retired,230,3,7910.3,2024-11-04 08:11:08,-33143056.0,True,5,2.7581112972164554,False,True,-0.03544114975603452,True,0,False,2
TX001122,AC00426,303.97,2023-02-02 16:55:25,Debit,Fort Worth,D000215,7.146.35.122,M056,Online,24,Student,77,5,1590.88,2024-11-04 08:07:47,-55350742.0,True,5,2.7480126614589326,False,True,-0.06926952269531195,True,0,False,2
TX000954,AC00187,119.95,2023-04-10 17:53:04,Credit,Philadelphia,D000292,214.32.109.197,M092,Branch,62,Retired,47,5,2596.61,2024-11-04 08:10:27,-49558643.0,True,5,2.554619439918882,False,True,-0.059580532475546955,True,0,False,2
TX001043,AC00246,180.65,2023-12-04 17:54:09,Debit,Charlotte,D000552,10.223.224.50,M012,Branch,22,Student,38,5,816.01,2024-11-04 08:09:50,-28995341.0,True,5,3.136085735535414,False,True,-0.060261798688708956,True,0,False,2
TX000994,AC00144,29.91,2023-07-31 16:26:33,Credit,Philadelphia,D000551,113.21.93.28,M034,Online,76,Retired,43,3,2834.84,2024-11-04 08:08:39,-39886926.0,True,5,2.9684888523953057,False,True,-0.020145199364547284,True,0,False,2
TX000962,AC00174,353.59,2023-08-11 17:57:52,Credit,New York,D000311,198.24.183.157,M046,Branch,52,Retired,109,5,1822.34,2024-11-04 08:10:53,-38931181.0,True,5,2.0208052608528155,False,True,-0.06010606571582322,True,0,False,2
TX000925,AC00237,590.01,2023-02-06 16:42:16,Debit,San Jose,D000248,197.162.55.147,M044,Online,29,Doctor,140,3,9791.74,2024-11-04 08:07:46,-55005930.0,True,5,2.7904491048221676,False,True,-0.043500869899373185,True,0,False,2
TX001970,AC00189,146.55,2023-08-03 18:35:54,Debit,Virginia Beach,D000163,82.75.200.117,M002,Online,54,Retired,124,5,4087.44,2024-11-04 08:07:38,-39619904.0,True,5,1.849981162232847,False,True,-0.04488450278918532,True,0,False,2
TX001918,AC00382,1427.71,2023-01-24 17:26:34,Debit,New York,D000015,59.208.79.116,M086,Branch,64,Doctor,159,1,1729.26,2024-11-04 08:09:30,-56126576.0,True,4,2.7199049726438345,False,True,-0.004402201600401612,True,0,False,2
TX001616,AC00030,363.84,2023-10-19 17:41:40,Debit,Columbus,D000069,26.240.219.199,M048,Online,73,Retired,118,3,5415.64,2024-11-04 08:09:37,-32970477.0,True,5,2.571029029282063,False,True,-0.011870090917581066,True,0,False,2
TX001498,AC00018,1228.81,2023-02-20 16:36:36,Debit,San Francisco,D000381,63.191.171.41,M034,ATM,26,Student,254,1,1821.0,2024-11-04 08:09:05,-53796749.0,True,4,2.9858262605158057,False,True,-0.005915208514111425,True,0,False,2
TX001610,AC00273,1431.33,2023-01-17 17:50:51,Debit,Charlotte,D000434,13.88.251.53,M075,ATM,30,Doctor,49,1,5567.98,2024-11-04 08:09:18,-56729907.0,True,4,2.6819665602953755,False,True,-0.04055257924032041,True,0,False,2
TX001775,AC00358,17.79,2023-02-22 17:01:35,Debit,Jacksonville,D000409,203.245.215.62,M091,Branch,61,Retired,162,5,2281.9,2024-11-04 08:11:03,-53622568.0,True,5,2.5720527904255444,False,True,-0.07149034759463979,True,0,False,2
TX001802,AC00018,331.32,2023-06-05 17:24:29,Debit,Sacramento,D000334,200.164.13.160,M078,Branch,61,Doctor,137,5,13054.54,2024-11-04 08:07:35,-44721786.0,True,5,2.7267842682036734,False,True,-0.07672575946978055,True,0,False,2
TX001789,AC00338,1612.37,2023-07-24 17:46:13,Debit,Los Angeles,D000025,16.128.130.153,M078,ATM,65,Retired,173,1,3910.59,2024-11-04 08:08:21,-40486928.0,True,4,2.6282362827874217,False,True,-0.008606859307466408,True,0,False,2
TX001626,AC00220,1360.01,2023-09-25 16:51:23,Credit,Phoenix,D000582,5.252.94.135,M096,Branch,67,Retired,218,1,6601.5,2024-11-04 08:11:58,-35047235.0,True,4,2.4538346697164872,False,True,-0.023936598309868717,True,0,False,2
TX001689,AC00354,109.28,2023-06-09 16:20:12,Debit,San Diego,D000047,159.37.30.154,M082,Online,36,Engineer,112,4,6338.35,2024-11-04 08:07:21,-44380029.0,True,5,0.8515906506938349,False,True,-0.00886524773003472,True,0,False,2
TX000910,AC00438,120.86,2023-11-16 17:57:45,Debit,Colorado Springs,D000035,184.146.10.88,M081,Online,33,Doctor,162,4,13566.58,2024-11-04 08:11:48,-30550443.0,True,5,2.6343951328978785,False,True,-0.05413491470687082,True,0,False,2
TX000917,AC00272,337.73,2023-05-23 17:12:39,Debit,San Antonio,D000480,219.193.239.152,M065,Online,78,Retired,107,4,7001.2,2024-11-04 08:07:28,-45845689.0,True,5,1.9967872506778932,False,True,-0.04410079409330192,True,0,False,2
TX000933,AC00200,76.51,2023-04-03 16:01:51,Credit,Mesa,D000242,200.22.195.243,M016,Online,49,Engineer,120,4,9475.4,2024-11-04 08:07:51,-50169960.0,True,5,1.5135422331734791,False,True,-0.028563320070860043,True,0,False,2
TX000595,AC00051,312.47,2023-05-02 17:24:26,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,49,Engineer,148,4,9419.27,2024-11-04 08:08:05,-47659419.0,True,5,1.2080528162273243,False,True,-0.03986437725122649,True,0,False,2
TX000670,AC00023,126.22,2023-05-04 16:25:15,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,2024-11-04 08:07:41,-47490146.0,True,5,1.09320220150049,False,True,-0.013653475664546333,True,0,False,2
TX000692,AC00418,25.94,2023-10-16 18:53:31,Credit,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,4815.11,2024-11-04 08:06:38,-33225187.0,True,5,2.522366695577177,False,True,-0.07532251426042802,True,0,False,2
TX000509,AC00353,127.0,2023-09-15 17:09:41,Credit,Nashville,D000024,154.138.163.229,M015,Branch,19,Student,68,5,431.16,2024-11-04 08:10:12,-35910031.0,True,5,2.8379164373075643,False,True,-0.0704618184794984,True,0,False,2
TX000548,AC00456,97.09,2023-04-10 18:26:56,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,24,Student,202,4,1579.57,2024-11-04 08:06:33,-49556377.0,True,5,2.0668214572970447,False,True,-0.03255645172209265,True,0,False,2
TX001985,AC00303,1512.99,2023-08-08 17:15:50,Debit,Philadelphia,D000032,195.164.171.146,M071,Online,19,Student,50,1,9963.39,2024-11-04 08:09:45,-39192835.0,True,4,2.8886728108643527,False,True,-0.03900744691450542,True,0,False,2
TX002160,AC00216,624.0,2023-02-16 17:34:34,Debit,Houston,D000207,113.137.153.101,M097,Branch,26,Engineer,132,5,4976.18,2024-11-04 08:11:42,-54139028.0,True,5,2.604226296130265,False,True,-0.089711001117879,True,0,False,2
TX001885,AC00071,451.31,2023-12-04 16:57:39,Debit,Fort Worth,D000020,68.254.244.208,M046,ATM,62,Retired,166,5,2963.29,2024-11-04 08:07:38,-28998599.0,True,5,2.6215599716647575,False,True,-0.06445572789788157,True,0,False,2
TX001888,AC00206,74.11,2023-09-08 16:09:45,Credit,Virginia Beach,D000320,147.119.62.178,M065,Online,69,Retired,71,4,3920.11,2024-11-04 08:08:28,-36518323.0,True,5,1.931175367063078,False,True,-0.02950238934397509,True,0,False,2
TX001877,AC00169,136.48,2023-08-14 16:46:26,Debit,Charlotte,D000119,100.137.90.188,M079,Online,52,Engineer,138,4,4618.53,2024-11-04 08:09:36,-38676190.0,True,5,0.8040831709877557,False,True,-0.0076042630198771555,True,0,False,2
TX001861,AC00228,11.06,2023-11-01 17:59:04,Debit,Colorado Springs,D000153,30.229.179.194,M037,ATM,34,Engineer,13,3,2782.21,2024-11-04 08:07:08,-31846084.0,True,5,2.9547109325074827,False,True,-0.013381745515522514,True,0,False,2
TX002262,AC00086,340.13,2023-02-06 17:23:52,Debit,Mesa,D000203,165.35.58.173,M029,Branch,24,Student,32,3,1149.74,2024-11-04 08:11:48,-55003676.0,True,5,3.043684335814075,False,True,-0.00923432094902632,True,0,False,2
TX002216,AC00290,1413.24,2023-11-06 18:59:24,Debit,New York,D000356,166.41.54.117,M016,ATM,58,Engineer,199,1,7272.01,2024-11-04 08:11:26,-31410722.0,True,4,2.3964658919340645,False,True,-0.009617277976755267,True,0,False,2
TX002054,AC00331,58.32,2023-07-31 16:21:15,Credit,Louisville,D000135,87.50.72.69,M011,Branch,29,Engineer,275,4,6027.49,2024-11-04 08:06:58,-39887143.0,True,5,2.3702256100225245,False,True,-0.07291606073420542,True,0,False,2
TX002289,AC00149,336.01,2023-11-09 18:45:10,Debit,Colorado Springs,D000216,16.250.113.156,M043,Online,63,Doctor,121,4,9938.2,2024-11-04 08:08:51,-31152221.0,True,5,2.0061234659374576,False,True,-0.04322328987153712,True,0,False,2
TX002162,AC00139,10.15,2023-02-23 16:51:34,Debit,Austin,D000531,55.139.104.163,M004,ATM,59,Doctor,58,5,7155.04,2024-11-04 08:11:00,-53536766.0,True,5,2.6265834246935245,False,True,-0.06760380327603566,True,0,False,2
TX002202,AC00385,1431.54,2023-12-11 16:23:59,Debit,Portland,D000490,68.254.244.208,M075,Online,20,Student,84,1,1171.98,2024-11-04 08:08:41,-28395882.0,True,4,2.8280838568698132,False,True,-0.0090495973631467,True,0,False,2
TX002273,AC00268,1454.52,2023-09-22 16:13:06,Debit,Miami,D000598,34.169.232.37,M088,ATM,27,Student,20,1,1189.03,2024-11-04 08:07:18,-35308452.0,True,4,2.700379414232484,False,True,-0.026032203442462598,True,0,False,2
TX002007,AC00227,28.04,2023-02-15 16:37:09,Debit,Los Angeles,D000101,114.223.129.47,M008,ATM,57,Doctor,146,5,11197.54,2024-11-04 08:12:17,-54228908.0,True,5,2.7756869819396206,False,True,-0.09203191211158068,True,0,False,2
TX001732,AC00333,1.93,2023-10-19 18:06:08,Debit,Chicago,D000297,162.58.247.55,M030,Branch,47,Doctor,175,5,5684.09,2024-11-04 08:08:33,-32968945.0,True,5,2.2563194760632075,False,True,-0.058368915001938304,True,0,False,2
